Date,Close,High,Low,Open,Volume,Return,Volatility_20,Volatility_50,Large_Negative_Return,Rolling_Return_20,Cumulative_Max,Drawdown
2005-01-03,1202.0799560546875,1217.800048828125,1200.3199462890625,1211.9200439453125,1510800000,,,,False,,1202.0799560546875,0.0
2005-01-04,1188.050048828125,1205.8399658203125,1185.3900146484375,1202.0799560546875,1721000000,-0.0116713594265474,,,False,,1202.0799560546875,-0.011671359426547349
2005-01-05,1183.739990234375,1192.72998046875,1183.719970703125,1188.050048828125,1738900000,-0.003627842613197485,,,False,,1202.0799560546875,-0.01525686018466324
2005-01-06,1187.8900146484375,1191.6300048828125,1183.27001953125,1183.739990234375,1569100000,0.003505858083953761,,,False,,1202.0799560546875,-0.011804490487323658
2005-01-07,1186.18994140625,1192.199951171875,1182.1600341796875,1187.8900146484375,1477900000,-0.0014311705807971142,,,False,,1202.0799560546875,-0.013218766828614018
2005-01-10,1190.25,1194.780029296875,1184.800048828125,1186.18994140625,1490400000,0.0034227727381810347,,,False,,1202.0799560546875,-0.009841238925166229
2005-01-11,1182.989990234375,1190.25,1180.4300537109375,1190.25,1488800000,-0.006099567120878002,,,False,,1202.0799560546875,-0.015880778748667546
2005-01-12,1187.699951171875,1187.9200439453125,1175.6400146484375,1182.989990234375,1562100000,0.003981403880320977,,,False,,1202.0799560546875,-0.011962602662479047
2005-01-13,1177.449951171875,1187.699951171875,1175.81005859375,1187.699951171875,1510300000,-0.008630125807352784,,,False,,1202.0799560546875,-0.02048948970387123
2005-01-14,1184.52001953125,1185.2099609375,1177.449951171875,1177.449951171875,1335400000,0.00600455955884871,,,False,,1202.0799560546875,-0.014607960506279856
2005-01-18,1195.97998046875,1195.97998046875,1180.0999755859375,1184.52001953125,1596800000,0.009674771847279606,,,False,,1202.0799560546875,-0.005074517344052601
2005-01-19,1184.6300048828125,1195.97998046875,1184.4100341796875,1195.97998046875,1498700000,-0.009490104994474113,,,False,,1202.0799560546875,-0.014516464636135344
2005-01-20,1175.4100341796875,1184.6300048828125,1173.4200439453125,1184.6300048828125,1692000000,-0.007782996095930472,,,False,,1202.0799560546875,-0.02218647914447604
2005-01-21,1167.8699951171875,1179.449951171875,1167.8199462890625,1175.4100341796875,1643500000,-0.006414815973357024,,,False,,1202.0799560546875,-0.02845897293702454
2005-01-24,1163.75,1173.030029296875,1163.75,1167.8699951171875,1494600000,-0.0035277857419173664,,,False,,1202.0799560546875,-0.03188636151998504
2005-01-25,1168.4100341796875,1174.300048828125,1163.75,1163.75,1610400000,0.004004325825724964,,,False,,1202.0799560546875,-0.028009719075182897
2005-01-26,1174.0699462890625,1175.9599609375,1168.4100341796875,1168.4100341796875,1635900000,0.0048441146034394755,,,False,,1202.0799560546875,-0.023301286760953787
2005-01-27,1174.550048828125,1177.5,1170.1500244140625,1174.0699462890625,1600600000,0.0004089215813589675,,,False,,1202.0799560546875,-0.02290189357862486
2005-01-28,1171.3599853515625,1175.6099853515625,1166.25,1174.550048828125,1641800000,-0.0027159876922616677,,,False,,1202.0799560546875,-0.025555680009797473
2005-01-31,1181.27001953125,1182.0699462890625,1171.3599853515625,1171.3599853515625,1679800000,0.008460280617075266,,,False,,1202.0799560546875,-0.017311607616965183
2005-02-01,1189.4100341796875,1190.3900146484375,1180.949951171875,1181.27001953125,1681980000,0.006890900906523889,0.00647980312593662,,False,-0.000509692320200339,1202.0799560546875,-0.010539999283062327
2005-02-02,1193.18994140625,1195.25,1188.9200439453125,1189.4100341796875,1561740000,0.003177968167360712,0.005963750247365595,,False,0.0002327740594950667,1202.0799560546875,-0.007395526897907161
2005-02-03,1189.8900146484375,1193.18994140625,1185.6400146484375,1193.18994140625,1554460000,-0.002765634073250145,0.0059374322968099415,,False,0.0002758844864924337,1202.0799560546875,-0.010140707649978842
2005-02-04,1203.030029296875,1203.469970703125,1189.6700439453125,1189.8900146484375,1648160000,0.01104304976651127,0.006376220622498793,,False,0.0006527440706203091,1203.030029296875,0.0
2005-02-07,1201.719970703125,1204.1500244140625,1199.27001953125,1203.030029296875,1347270000,-0.0010889658294861437,0.0063707910646784325,,False,0.0006698543081858577,1203.030029296875,-0.0010889658294861344
2005-02-08,1202.300048828125,1205.1099853515625,1200.1600341796875,1201.719970703125,1416170000,0.00048270656986804106,0.0063377601138190276,,False,0.000522850999770208,1203.030029296875,-0.0006067849105783716
2005-02-09,1191.989990234375,1203.8299560546875,1191.5400390625,1202.300048828125,1511040000,-0.00857527919407397,0.006496112018138935,,False,0.0003990653961104096,1203.030029296875,-0.009176860754633432
2005-02-10,1197.010009765625,1198.75,1191.5400390625,1191.989990234375,1491670000,0.004211461146802931,0.0065029892791057505,,False,0.00041056825943450723,1203.030029296875,-0.005004047600348323
2005-02-11,1205.300048828125,1208.3800048828125,1193.280029296875,1197.010009765625,1562300000,0.00692562217096504,0.006291603574446543,,False,0.0011883556583503984,1205.300048828125,0.0
2005-02-14,1206.1400146484375,1206.9300537109375,1203.5899658203125,1205.300048828125,1290180000,0.0006968935420927913,0.006188862595506169,,False,0.0009229723575126025,1206.1400146484375,0.0
2005-02-15,1210.1199951171875,1212.43994140625,1205.52001953125,1206.1400146484375,1527080000,0.0032997665448568636,0.005870360456809873,,False,0.0006042220923914654,1210.1199951171875,0.0
2005-02-16,1210.3399658203125,1212.43994140625,1205.06005859375,1210.1199951171875,1490100000,0.00018177594289214838,0.005372283956783394,,False,0.0010878161392597785,1210.3399658203125,0.0
2005-02-17,1200.75,1211.3299560546875,1200.739990234375,1210.3399658203125,1580120000,-0.007923365410653749,0.0053845605859434015,,False,0.0010807976735236146,1210.3399658203125,-0.007923365410653745
2005-02-18,1201.5899658203125,1202.9200439453125,1197.3499755859375,1200.75,1551200000,0.0006995343079845284,0.005090273491693563,,False,0.0014365151875906923,1210.3399658203125,-0.007229373768608603
2005-02-22,1184.1600341796875,1202.47998046875,1184.1600341796875,1201.5899658203125,1744940000,-0.014505723363565037,0.006137853776990127,,False,0.0008876183065083087,1210.3399658203125,-0.02163022983619437
2005-02-23,1190.800048828125,1193.52001953125,1184.1600341796875,1184.1600341796875,1501090000,0.005607362566527829,0.006190932947917312,,False,0.0009677701435484521,1210.3399658203125,-0.016144155810755408
2005-02-24,1200.199951171875,1200.4200439453125,1187.800048828125,1190.800048828125,1518750000,0.007893770539395328,0.006327482993350734,,False,0.0011202529403462446,1210.3399658203125,-0.008377823532882404
2005-02-25,1211.3699951171875,1212.1500244140625,1199.6099853515625,1200.199951171875,1523680000,0.00930681919658971,0.0065825088212655685,,False,0.0015651478211077818,1211.3699951171875,0.0
2005-02-28,1203.5999755859375,1211.3699951171875,1198.1300048828125,1211.3699951171875,1795480000,-0.006414241365205964,0.0067586891509729,,False,0.001380235137460567,1211.3699951171875,-0.006414241365205955
2005-03-01,1210.4100341796875,1212.25,1203.5999755859375,1203.5999755859375,1708060000,0.0056580747190815295,0.0066320511685697865,,False,0.0012401248425608802,1211.3699951171875,-0.0007924589030349342
2005-03-02,1210.0799560546875,1215.7900390625,1204.219970703125,1210.4100341796875,1568540000,-0.00027269942885399523,0.0065029930761105895,,False,0.000881944825791986,1211.3699951171875,-0.0010649422287987264
2005-03-03,1210.469970703125,1215.719970703125,1204.449951171875,1210.0799560546875,1616240000,0.0003223048580269783,0.006481240918676401,,False,0.0007391616603252993,1211.3699951171875,-0.0007429806068256065
2005-03-04,1222.1199951171875,1224.760009765625,1210.469970703125,1210.469970703125,1636820000,0.009624381187494757,0.006716480524471175,,False,0.0013586624233625443,1222.1199951171875,0.0
2005-03-07,1225.31005859375,1229.1099853515625,1222.1199951171875,1222.1199951171875,1488830000,0.0026102702593100435,0.0063301063328909815,,False,0.000937023448002483,1225.31005859375,0.0
2005-03-08,1219.4300537109375,1225.68994140625,1218.5699462890625,1225.31005859375,1523090000,-0.004798789368921641,0.00644589405873402,,False,0.0007515322710307081,1225.31005859375,-0.0047987893689216896
2005-03-09,1207.010009765625,1219.4300537109375,1206.6600341796875,1219.4300537109375,1704970000,-0.01018512206380029,0.006895038133958646,,False,0.00021814083934729167,1225.31005859375,-0.014935035177241093
2005-03-10,1209.25,1211.22998046875,1201.4100341796875,1207.010009765625,1604020000,0.0018558174466258848,0.006582300135633307,,False,0.0007396956713822845,1225.31005859375,-0.013106934429463205
2005-03-11,1200.0799560546875,1213.0400390625,1198.1500244140625,1209.25,1449820000,-0.007583249076131948,0.006780270607576339,,False,0.00014996016023554047,1225.31005859375,-0.020590790357191958
2005-03-14,1206.8299560546875,1206.8299560546875,1199.510009765625,1200.0799560546875,1437430000,0.0056246252309646305,0.006717796682295046,,False,8.491031323552001e-05,1225.31005859375,-0.01508198060519599
2005-03-15,1197.75,1210.5400390625,1197.75,1206.8299560546875,1513530000,-0.007523807317785902,0.006926630978041298,,False,-0.0003261247297584147,1225.31005859375,-0.022492314006937818
2005-03-16,1188.0699462890625,1197.75,1185.6099853515625,1197.75,1653190000,-0.00808186492251095,0.007078928922374087,0.00648474930145308,False,-0.0008952063031268054,1225.31005859375,-0.03039239908585
2005-03-17,1190.2099609375,1193.280029296875,1186.3399658203125,1188.0699462890625,1581930000,0.0018012530786775116,0.007101124174168617,0.0062754810426692694,False,-0.0008142324463375373,1225.31005859375,-0.028645890409594192
2005-03-18,1189.6500244140625,1191.97998046875,1182.780029296875,1190.2099609375,2344370000,-0.00047045188816641215,0.0069011610151040285,0.006253506397336059,False,-0.00044158677021317037,1225.31005859375,-0.029102865784529187
2005-03-21,1183.780029296875,1189.6500244140625,1178.8199462890625,1189.6500244140625,1819440000,-0.004934220146028734,0.006966797503510267,0.006274091192183038,False,-0.0007232744929138335,1225.31005859375,-0.03389348598389677
2005-03-22,1171.7099609375,1189.5899658203125,1171.6300048828125,1183.780029296875,2114470000,-0.010196208806246054,0.006573635834028414,0.006433883577200289,False,-0.0005077987650478844,1225.31005859375,-0.04374410972987944
2005-03-23,1172.530029296875,1176.260009765625,1168.699951171875,1171.7099609375,2246870000,0.0006998902345414226,0.006423231781522673,0.006413867696735338,False,-0.0007531723816472047,1225.31005859375,-0.04307483557055672
2005-03-24,1171.4200439453125,1180.1099853515625,1171.4200439453125,1172.530029296875,1721720000,-0.0009466583574222476,0.006092533738122966,0.0063596156828557805,False,-0.0011951938264880835,1225.31005859375,-0.04398071677489156
2005-03-28,1174.280029296875,1179.9100341796875,1171.4200439453125,1171.4200439453125,1746220000,0.002441468682685466,0.005646781870830034,0.006342774118539388,False,-0.0015384613521832956,1225.31005859375,-0.04164662563485406
2005-03-29,1165.3599853515625,1179.3900146484375,1163.68994140625,1174.280029296875,2223250000,-0.007596181253847534,0.0057063660434482685,0.006316384611661134,False,-0.0015975583466153742,1225.31005859375,-0.04892645157176815
2005-03-30,1181.4100341796875,1181.5400390625,1165.3599853515625,1165.3599853515625,2097110000,0.013772610206178593,0.006484780728603438,0.006562516962864461,False,-0.001191831572260521,1225.31005859375,-0.03582768631185904
2005-03-31,1180.5899658203125,1184.530029296875,1179.489990234375,1181.4100341796875,2214230000,-0.0006941437228814573,0.006482321097444032,0.00641163255666329,False,-0.001212903786961894,1225.31005859375,-0.03649696047118176
2005-04-01,1172.9200439453125,1189.800048828125,1169.9100341796875,1180.5899658203125,2168690000,-0.006496685637735977,0.0065759762248691735,0.006337027768401375,False,-0.001553853311750042,1225.31005859375,-0.042756536830003564
2005-04-04,1176.1199951171875,1178.6099853515625,1167.719970703125,1172.7900390625,2079770000,0.002728192077877223,0.0061242869311145505,0.00625342187784112,False,-0.0018986627672309187,1225.31005859375,-0.04014499279718343
2005-04-05,1181.3900146484375,1183.56005859375,1176.1199951171875,1176.1199951171875,1870800000,0.004480851914030248,0.006210448304108315,0.0062139276552239265,False,-0.0018051336844949085,1225.31005859375,-0.03584402465096725
2005-04-06,1184.0699462890625,1189.3399658203125,1181.3900146484375,1181.3900146484375,1797400000,0.002268456316200096,0.006232168490054787,0.006196068981117618,False,-0.0014517714002388216,1225.31005859375,-0.03365687893888465
2005-04-07,1191.1400146484375,1191.8800048828125,1183.81005859375,1184.0699462890625,1900620000,0.005970988776071051,0.006085935107965506,0.006225813614289857,False,-0.0006439658582452545,1225.31005859375,-0.027886855009195296
